Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Price,PER,EPS,MarketCap,EPS_Growth,PEG,Error,Links
365330,에스와이스틸텍,67.75,50.0,48.5,95.5,77.0,4070.0,150.74,27.0,2042.0,-93.71069182389937,,,"<a href=""https://m.stock.naver.com/domestic/stock/365330/total"" target=""_blank"">Naver Mobile</a>"
076080,웰크론한텍,67.72500000000001,83.3,46.6,55.7,85.3,1265.0,,-122.0,286.0,87.38738738738738,,,"<a href=""https://m.stock.naver.com/domestic/stock/076080/total"" target=""_blank"">Naver Mobile</a>"
053260,금강철강,67.725,50.0,45.7,87.7,87.5,4075.0,113.19,36.0,763.0,-61.111111111111114,,,"<a href=""https://m.stock.naver.com/domestic/stock/053260/total"" target=""_blank"">Naver Mobile</a>"
033200,모아텍,67.725,63.7,43.9,86.2,77.1,3680.0,,-110.0,527.0,-36.36363636363637,,,"<a href=""https://m.stock.naver.com/domestic/stock/033200/total"" target=""_blank"">Naver Mobile</a>"
088800,에이스테크,67.7,98.9,42.5,61.4,68.0,2840.0,,-484.0,2144.0,26.652452025586353,,,"<a href=""https://m.stock.naver.com/domestic/stock/088800/total"" target=""_blank"">Naver Mobile</a>"
452980,신한제11호스팩,67.66666666666667,75.0,46.3,81.7,,2105.0,48.95,43.0,398.0,12.5,3.9160000000000004,,"<a href=""https://m.stock.naver.com/domestic/stock/452980/total"" target=""_blank"">Naver Mobile</a>"
019540,일지테크,67.65,56.2,63.2,63.4,87.8,5270.0,3.41,1547.0,712.0,-44.59102902374671,,,"<a href=""https://m.stock.naver.com/domestic/stock/019540/total"" target=""_blank"">Naver Mobile</a>"
405920,나라셀라,67.625,83.3,50.1,87.8,49.3,2620.0,,-66.0,337.0,85.48387096774194,,,"<a href=""https://m.stock.naver.com/domestic/stock/405920/total"" target=""_blank"">Naver Mobile</a>"
469750,아이비젼웍스,67.6,,40.4,77.8,84.6,1277.0,638.5,2.0,440.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/469750/total"" target=""_blank"">Naver Mobile</a>"
043590,웰킵스하이텍,67.6,83.3,42.5,72.0,72.6,814.0,,-164.0,221.0,30.76923076923077,,,"<a href=""https://m.stock.naver.com/domestic/stock/043590/total"" target=""_blank"">Naver Mobile</a>"
030530,원익홀딩스,67.55,74.3,44.0,75.3,76.6,35150.0,,-163.0,27149.0,80.18867924528303,,,"<a href=""https://m.stock.naver.com/domestic/stock/030530/total"" target=""_blank"">Naver Mobile</a>"
104540,코렌텍,67.55,87.3,67.2,76.5,39.2,6680.0,29.04,230.0,854.0,264.0,0.11,,"<a href=""https://m.stock.naver.com/domestic/stock/104540/total"" target=""_blank"">Naver Mobile</a>"
303810,동국생명과학,67.53333333333335,,59.4,84.5,58.7,3555.0,16.09,221.0,1137.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/303810/total"" target=""_blank"">Naver Mobile</a>"
228760,지노믹트리,67.525,91.8,42.5,61.2,74.6,22300.0,,-360.0,5492.0,13.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/228760/total"" target=""_blank"">Naver Mobile</a>"
077360,덕산하이메탈,67.52499999999999,86.4,50.8,80.7,52.2,10420.0,48.02,217.0,4735.0,200.0,0.2401,,"<a href=""https://m.stock.naver.com/domestic/stock/077360/total"" target=""_blank"">Naver Mobile</a>"
060280,큐렉소,67.5,97.9,42.5,84.7,44.9,17440.0,,-106.0,7166.0,63.934426229508205,,,"<a href=""https://m.stock.naver.com/domestic/stock/060280/total"" target=""_blank"">Naver Mobile</a>"
054800,아이디스홀딩스,67.5,74.7,50.7,91.4,53.2,15300.0,5.15,2969.0,1583.0,-95.50102249488752,,,"<a href=""https://m.stock.naver.com/domestic/stock/054800/total"" target=""_blank"">Naver Mobile</a>"
476060,온코닉테라퓨틱스,67.45,,53.2,81.7,,18330.0,46.41,395.0,8228.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/476060/total"" target=""_blank"">Naver Mobile</a>"
238090,앤디포스,67.45,90.1,63.2,72.5,44.0,1674.0,,-597.0,394.0,37.219730941704036,,,"<a href=""https://m.stock.naver.com/domestic/stock/238090/total"" target=""_blank"">Naver Mobile</a>"
085910,네오티스,67.425,74.0,65.1,85.1,45.5,13540.0,50.52,268.0,1887.0,-26.82926829268293,,,"<a href=""https://m.stock.naver.com/domestic/stock/085910/total"" target=""_blank"">Naver Mobile</a>"
206640,바디텍메드,67.425,56.2,72.0,96.4,45.1,12880.0,11.07,1163.0,3025.0,-1.090909090909091,,,"<a href=""https://m.stock.naver.com/domestic/stock/206640/total"" target=""_blank"">Naver Mobile</a>"
208640,썸에이지,67.35,79.8,42.5,72.1,75.0,231.0,,-39.0,322.0,55.64516129032258,,,"<a href=""https://m.stock.naver.com/domestic/stock/208640/total"" target=""_blank"">Naver Mobile</a>"
031510,오스템,67.35,79.5,44.6,74.8,70.5,1015.0,,-843.0,284.0,29.129129129129126,,,"<a href=""https://m.stock.naver.com/domestic/stock/031510/total"" target=""_blank"">Naver Mobile</a>"
396470,워트,67.35,50.0,73.8,88.4,57.2,7200.0,39.34,183.0,1161.0,-36.17021276595745,,,"<a href=""https://m.stock.naver.com/domestic/stock/396470/total"" target=""_blank"">Naver Mobile</a>"
012340,뉴인텍,67.30000000000001,89.1,43.2,60.4,76.5,675.0,,-130.0,361.0,39.09090909090909,,,"<a href=""https://m.stock.naver.com/domestic/stock/012340/total"" target=""_blank"">Naver Mobile</a>"
256150,한독크린텍,67.3,50.0,53.8,98.8,66.6,5300.0,14.97,354.0,445.0,-32.55813953488372,,,"<a href=""https://m.stock.naver.com/domestic/stock/256150/total"" target=""_blank"">Naver Mobile</a>"
460870,에스엠씨지,67.3,,48.9,78.2,74.8,3275.0,30.32,108.0,653.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/460870/total"" target=""_blank"">Naver Mobile</a>"
253450,스튜디오드래곤,67.275,66.7,51.1,84.3,67.0,47550.0,75.96,626.0,14293.0,237.5,0.3198315789473684,,"<a href=""https://m.stock.naver.com/domestic/stock/253450/total"" target=""_blank"">Naver Mobile</a>"
024880,케이피에프,67.22500000000001,66.7,59.0,71.9,71.3,6050.0,5.15,1175.0,1215.0,46.3855421686747,0.11102597402597404,,"<a href=""https://m.stock.naver.com/domestic/stock/024880/total"" target=""_blank"">Naver Mobile</a>"
322180,LS티라유텍,67.2,77.4,40.0,73.7,77.7,8450.0,,-127.0,1768.0,70.52631578947368,,,"<a href=""https://m.stock.naver.com/domestic/stock/322180/total"" target=""_blank"">Naver Mobile</a>"
024810,이화전기,67.2,90.0,59.2,67.5,52.1,,,,,262.5,,,"<a href=""https://m.stock.naver.com/domestic/stock/024810/total"" target=""_blank"">Naver Mobile</a>"
089980,상아프론테크,67.19999999999999,68.2,55.5,73.5,71.6,22450.0,29.16,770.0,3590.0,119.64285714285714,0.24372537313432838,,"<a href=""https://m.stock.naver.com/domestic/stock/089980/total"" target=""_blank"">Naver Mobile</a>"
047770,코데즈컴바인,67.15,65.1,61.4,92.9,49.2,4395.0,52.32,84.0,1663.0,33.33333333333333,1.5696000000000003,,"<a href=""https://m.stock.naver.com/domestic/stock/047770/total"" target=""_blank"">Naver Mobile</a>"
036560,KZ정밀,67.14999999999999,51.5,63.5,97.2,56.4,13850.0,19.62,706.0,2181.0,-48.372093023255815,,,"<a href=""https://m.stock.naver.com/domestic/stock/036560/total"" target=""_blank"">Naver Mobile</a>"
092600,앤씨앤,67.10000000000001,96.3,42.5,50.4,79.2,742.0,,-605.0,186.0,23.232323232323232,,,"<a href=""https://m.stock.naver.com/domestic/stock/092600/total"" target=""_blank"">Naver Mobile</a>"
089850,유비벨록스,67.1,61.1,48.1,74.8,84.4,5520.0,11.17,494.0,813.0,-27.722772277227726,,,"<a href=""https://m.stock.naver.com/domestic/stock/089850/total"" target=""_blank"">Naver Mobile</a>"
095500,미래나노텍,67.075,66.7,53.3,73.0,75.3,11220.0,17.45,643.0,3479.0,145.679012345679,0.11978389830508474,,"<a href=""https://m.stock.naver.com/domestic/stock/095500/total"" target=""_blank"">Naver Mobile</a>"
469880,하나30호스팩,67.075,75.0,61.6,81.7,50.0,2100.0,61.76,34.0,153.0,33.33333333333333,1.8528000000000002,,"<a href=""https://m.stock.naver.com/domestic/stock/469880/total"" target=""_blank"">Naver Mobile</a>"
072020,중앙백신,67.075,51.6,69.2,98.6,48.9,9700.0,14.06,690.0,917.0,-1.4705882352941175,,,"<a href=""https://m.stock.naver.com/domestic/stock/072020/total"" target=""_blank"">Naver Mobile</a>"
317850,대모,67.025,83.3,55.3,82.2,47.3,9240.0,33.85,273.0,769.0,309.09090909090907,0.10951470588235296,,"<a href=""https://m.stock.naver.com/domestic/stock/317850/total"" target=""_blank"">Naver Mobile</a>"
043340,에쎈테크,67.025,89.7,48.0,67.4,63.0,504.0,,-4.0,479.0,91.83673469387756,,,"<a href=""https://m.stock.naver.com/domestic/stock/043340/total"" target=""_blank"">Naver Mobile</a>"
052710,아모텍,67.025,97.6,43.4,60.4,66.7,10120.0,177.54,57.0,1479.0,103.03030303030303,1.7231823529411763,,"<a href=""https://m.stock.naver.com/domestic/stock/052710/total"" target=""_blank"">Naver Mobile</a>"
417500,제이아이테크,66.97500000000001,66.7,74.4,77.8,49.0,3420.0,9.5,360.0,1121.0,66.19718309859155,0.14351063829787233,,"<a href=""https://m.stock.naver.com/domestic/stock/417500/total"" target=""_blank"">Naver Mobile</a>"
328380,솔트웨어,66.975,50.0,44.4,78.5,95.0,815.0,135.83,6.0,279.0,-60.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/328380/total"" target=""_blank"">Naver Mobile</a>"
078140,대봉엘에스,66.95,56.9,61.6,86.2,63.1,11730.0,13.03,900.0,1300.0,-1.9801980198019802,,,"<a href=""https://m.stock.naver.com/domestic/stock/078140/total"" target=""_blank"">Naver Mobile</a>"
465320,교보15호스팩,66.95,51.3,71.5,95.0,50.0,2335.0,116.75,20.0,89.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/465320/total"" target=""_blank"">Naver Mobile</a>"
200470,에이팩트,66.95,83.3,42.5,58.1,83.9,7450.0,,-932.0,3156.0,-8.921933085501859,,,"<a href=""https://m.stock.naver.com/domestic/stock/200470/total"" target=""_blank"">Naver Mobile</a>"
036710,심텍홀딩스,66.89999999999999,90.6,42.5,52.3,82.2,2605.0,,-1172.0,1376.0,14.985994397759104,,,"<a href=""https://m.stock.naver.com/domestic/stock/036710/total"" target=""_blank"">Naver Mobile</a>"
057540,옴니시스템,66.85000000000001,54.6,54.8,86.7,71.3,853.0,18.54,46.0,507.0,-14.705882352941178,,,"<a href=""https://m.stock.naver.com/domestic/stock/057540/total"" target=""_blank"">Naver Mobile</a>"
204840,지엘팜텍,66.85000000000001,100.0,45.8,72.3,49.3,1100.0,275.0,4.0,853.0,108.8235294117647,2.527027027027027,,"<a href=""https://m.stock.naver.com/domestic/stock/204840/total"" target=""_blank"">Naver Mobile</a>"
126600,BGF에코머티리얼즈,66.85,72.1,51.2,82.9,61.2,3855.0,14.83,260.0,2420.0,5.839416058394161,2.5396375,,"<a href=""https://m.stock.naver.com/domestic/stock/126600/total"" target=""_blank"">Naver Mobile</a>"
030520,한글과컴퓨터,66.825,52.8,68.0,90.4,56.1,22800.0,30.52,747.0,5513.0,-7.179487179487179,,,"<a href=""https://m.stock.naver.com/domestic/stock/030520/total"" target=""_blank"">Naver Mobile</a>"
214370,케어젠,66.825,50.0,90.0,89.8,37.5,120800.0,227.92,530.0,64888.0,-20.168067226890756,,,"<a href=""https://m.stock.naver.com/domestic/stock/214370/total"" target=""_blank"">Naver Mobile</a>"
159910,에코글로우,66.80000000000001,97.5,42.5,56.3,70.9,518.0,,-108.0,271.0,46.15384615384615,,,"<a href=""https://m.stock.naver.com/domestic/stock/159910/total"" target=""_blank"">Naver Mobile</a>"
069920,엑시온그룹,66.8,100.0,42.5,49.7,75.0,714.0,,-262.0,332.0,50.74626865671642,,,"<a href=""https://m.stock.naver.com/domestic/stock/069920/total"" target=""_blank"">Naver Mobile</a>"
097800,윈팩,66.8,83.3,42.5,62.2,79.2,428.0,,-151.0,584.0,54.40414507772021,,,"<a href=""https://m.stock.naver.com/domestic/stock/097800/total"" target=""_blank"">Naver Mobile</a>"
900310,컬러레이,66.77499999999999,86.3,46.7,86.2,47.9,563.0,43.31,13.0,361.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/900310/total"" target=""_blank"">Naver Mobile</a>"
009520,포스코엠텍,66.75,52.4,42.7,86.2,85.7,19660.0,,-86.0,8187.0,-289.4736842105263,,,"<a href=""https://m.stock.naver.com/domestic/stock/009520/total"" target=""_blank"">Naver Mobile</a>"
037440,희림,66.75,50.0,64.1,80.2,72.7,4540.0,7.45,609.0,632.0,-18.269230769230766,,,"<a href=""https://m.stock.naver.com/domestic/stock/037440/total"" target=""_blank"">Naver Mobile</a>"
038060,루멘스,66.7,53.2,47.6,86.2,79.8,620.0,,-15.0,298.0,-125.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/038060/total"" target=""_blank"">Naver Mobile</a>"
458610,한국제12호스팩,66.7,75.0,43.4,81.7,,2120.0,92.17,23.0,90.0,0.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/458610/total"" target=""_blank"">Naver Mobile</a>"
050090,비케이홀딩스,66.675,83.3,42.5,61.2,79.7,605.0,,-117.0,120.0,47.72727272727273,,,"<a href=""https://m.stock.naver.com/domestic/stock/050090/total"" target=""_blank"">Naver Mobile</a>"
012790,신일제약,66.675,50.0,73.1,98.8,44.8,5980.0,6.33,944.0,717.0,-25.657894736842106,,,"<a href=""https://m.stock.naver.com/domestic/stock/012790/total"" target=""_blank"">Naver Mobile</a>"
042600,새로닉스,66.60000000000001,62.2,45.6,67.3,91.3,13120.0,,-5437.0,1630.0,16.769420468557335,,,"<a href=""https://m.stock.naver.com/domestic/stock/042600/total"" target=""_blank"">Naver Mobile</a>"
303530,이노뎁,66.6,83.3,44.9,56.2,82.0,4980.0,60.73,82.0,365.0,133.33333333333331,0.455475,,"<a href=""https://m.stock.naver.com/domestic/stock/303530/total"" target=""_blank"">Naver Mobile</a>"
109670,씨싸이트,66.55000000000001,66.7,42.6,82.8,74.1,6390.0,,-187.0,373.0,63.33333333333333,,,"<a href=""https://m.stock.naver.com/domestic/stock/109670/total"" target=""_blank"">Naver Mobile</a>"
014620,성광벤드,66.55,54.5,68.6,98.0,45.1,34250.0,27.85,1230.0,9096.0,-12.596401028277635,,,"<a href=""https://m.stock.naver.com/domestic/stock/014620/total"" target=""_blank"">Naver Mobile</a>"
452160,제이엔비,66.5,66.7,57.5,58.5,83.3,6670.0,64.76,103.0,641.0,200.0,0.32380000000000003,,"<a href=""https://m.stock.naver.com/domestic/stock/452160/total"" target=""_blank"">Naver Mobile</a>"
000440,중앙에너비스,66.475,50.0,42.6,86.2,87.1,15960.0,,-203.0,994.0,-71.42857142857143,,,"<a href=""https://m.stock.naver.com/domestic/stock/000440/total"" target=""_blank"">Naver Mobile</a>"
169330,엠브레인,66.45,59.1,43.2,77.5,86.0,1934.0,,-23.0,354.0,100.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/169330/total"" target=""_blank"">Naver Mobile</a>"
093380,풍강,66.45,83.3,42.7,98.0,41.8,2770.0,12.76,217.0,274.0,125.75757575757575,0.10146506024096386,,"<a href=""https://m.stock.naver.com/domestic/stock/093380/total"" target=""_blank"">Naver Mobile</a>"
389140,포바이포,66.43333333333334,100.0,40.0,59.3,,10030.0,,-600.0,1431.0,62.98342541436463,,,"<a href=""https://m.stock.naver.com/domestic/stock/389140/total"" target=""_blank"">Naver Mobile</a>"
052460,아이크래프트,66.42500000000001,65.4,45.9,70.4,84.0,3480.0,38.67,90.0,508.0,-31.57894736842105,,,"<a href=""https://m.stock.naver.com/domestic/stock/052460/total"" target=""_blank"">Naver Mobile</a>"
099430,바이오플러스,66.425,83.3,74.2,62.5,45.7,5430.0,20.65,263.0,3347.0,-9.550561797752808,,,"<a href=""https://m.stock.naver.com/domestic/stock/099430/total"" target=""_blank"">Naver Mobile</a>"
318000,KBG,66.425,50.0,75.4,94.8,45.5,4375.0,15.14,289.0,382.0,-35.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/318000/total"" target=""_blank"">Naver Mobile</a>"
016250,SGC E&C,66.4,77.4,45.0,63.2,80.0,17310.0,,-9681.0,872.0,-1.839080459770115,,,"<a href=""https://m.stock.naver.com/domestic/stock/016250/total"" target=""_blank"">Naver Mobile</a>"
054670,대한뉴팜,66.375,61.5,61.2,86.0,56.8,6670.0,8.8,758.0,957.0,14.736842105263156,0.5971428571428573,,"<a href=""https://m.stock.naver.com/domestic/stock/054670/total"" target=""_blank"">Naver Mobile</a>"
038870,에코바이오,66.375,79.0,42.5,59.2,84.8,3045.0,,-174.0,427.0,-122.72727272727273,,,"<a href=""https://m.stock.naver.com/domestic/stock/038870/total"" target=""_blank"">Naver Mobile</a>"
094170,동운아나텍,66.375,50.0,61.1,84.5,69.9,30800.0,112.0,275.0,6440.0,-71.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/094170/total"" target=""_blank"">Naver Mobile</a>"
175250,아이큐어,66.375,83.3,42.5,67.0,72.7,2170.0,,-838.0,815.0,-6400.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/175250/total"" target=""_blank"">Naver Mobile</a>"
043090,더테크놀로지,66.325,68.4,55.0,71.2,70.7,380.0,,-1227.0,47.0,20.833333333333336,,,"<a href=""https://m.stock.naver.com/domestic/stock/043090/total"" target=""_blank"">Naver Mobile</a>"
199480,뱅크웨어글로벌,66.3,,42.5,63.4,93.0,5630.0,,-661.0,574.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/199480/total"" target=""_blank"">Naver Mobile</a>"
033160,엠케이전자,66.275,78.2,43.9,69.2,73.8,9920.0,,-527.0,2254.0,72.11538461538461,,,"<a href=""https://m.stock.naver.com/domestic/stock/033160/total"" target=""_blank"">Naver Mobile</a>"
230240,에치에프알,66.275,83.3,42.5,82.5,56.8,16180.0,,-2.0,2153.0,99.5475113122172,,,"<a href=""https://m.stock.naver.com/domestic/stock/230240/total"" target=""_blank"">Naver Mobile</a>"
290650,엘앤씨바이오,66.22500000000001,79.2,73.9,70.4,41.4,95900.0,28.79,3331.0,23824.0,1422.0338983050847,0.02024564958283671,,"<a href=""https://m.stock.naver.com/domestic/stock/290650/total"" target=""_blank"">Naver Mobile</a>"
096530,씨젠,66.22500000000001,79.9,54.7,82.7,47.6,27400.0,,-12.0,14310.0,-102.04081632653062,,,"<a href=""https://m.stock.naver.com/domestic/stock/096530/total"" target=""_blank"">Naver Mobile</a>"
105760,포스뱅크,66.225,50.0,57.8,88.5,68.6,5450.0,9.05,602.0,554.0,-34.090909090909086,,,"<a href=""https://m.stock.naver.com/domestic/stock/105760/total"" target=""_blank"">Naver Mobile</a>"
192440,슈피겐코리아,66.225,60.6,56.5,88.9,58.9,24300.0,5.08,4780.0,1511.0,12.452830188679245,0.40793939393939394,,"<a href=""https://m.stock.naver.com/domestic/stock/192440/total"" target=""_blank"">Naver Mobile</a>"
024840,KBI메탈,66.225,57.0,43.6,74.3,90.0,1778.0,,-147.0,621.0,-197.43589743589746,,,"<a href=""https://m.stock.naver.com/domestic/stock/024840/total"" target=""_blank"">Naver Mobile</a>"
066910,손오공,66.225,98.6,43.8,60.2,62.3,658.0,,-162.0,440.0,26.36363636363636,,,"<a href=""https://m.stock.naver.com/domestic/stock/066910/total"" target=""_blank"">Naver Mobile</a>"
083470,이엠앤아이,66.2,50.0,40.0,81.4,93.4,931.0,,-59.0,199.0,-700.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/083470/total"" target=""_blank"">Naver Mobile</a>"
098460,고영,66.2,68.2,58.9,97.6,40.1,31050.0,119.88,259.0,21317.0,50.847457627118644,2.35764,,"<a href=""https://m.stock.naver.com/domestic/stock/098460/total"" target=""_blank"">Naver Mobile</a>"
066700,테라젠이텍스,66.175,57.9,45.3,81.8,79.7,2840.0,,-1325.0,1055.0,-252.31788079470198,,,"<a href=""https://m.stock.naver.com/domestic/stock/066700/total"" target=""_blank"">Naver Mobile</a>"
066360,체리부로,66.175,59.5,47.6,68.9,88.7,810.0,30.0,27.0,388.0,-76.92307692307693,,,"<a href=""https://m.stock.naver.com/domestic/stock/066360/total"" target=""_blank"">Naver Mobile</a>"
217270,넵튠,66.15,56.8,54.1,86.2,67.5,4995.0,,-1328.0,2334.0,-216.54135338345864,,,"<a href=""https://m.stock.naver.com/domestic/stock/217270/total"" target=""_blank"">Naver Mobile</a>"
298830,슈어소프트테크,66.13333333333334,55.5,64.4,78.5,,8150.0,49.7,164.0,4357.0,-32.55813953488372,,,"<a href=""https://m.stock.naver.com/domestic/stock/298830/total"" target=""_blank"">Naver Mobile</a>"
078590,휴림에이텍,66.125,50.0,48.9,76.2,89.4,694.0,21.03,33.0,589.0,-67.79661016949152,,,"<a href=""https://m.stock.naver.com/domestic/stock/078590/total"" target=""_blank"">Naver Mobile</a>"
013720,THE CUBE&,66.10000000000001,66.7,45.2,80.7,71.8,721.0,,-266.0,439.0,-53.84615384615385,,,"<a href=""https://m.stock.naver.com/domestic/stock/013720/total"" target=""_blank"">Naver Mobile</a>"
162300,신스틸,66.1,68.8,46.2,69.2,80.2,1729.0,20.83,83.0,717.0,52.17391304347826,0.39924166666666666,,"<a href=""https://m.stock.naver.com/domestic/stock/162300/total"" target=""_blank"">Naver Mobile</a>"
253590,네오셈,66.1,50.0,64.2,86.8,63.4,16030.0,81.37,197.0,7032.0,-30.64516129032258,,,"<a href=""https://m.stock.naver.com/domestic/stock/253590/total"" target=""_blank"">Naver Mobile</a>"
053280,예스24,66.1,61.9,43.9,67.7,90.9,3650.0,,-192.0,912.0,-580.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/053280/total"" target=""_blank"">Naver Mobile</a>"
279600,미디어젠,66.075,88.9,42.5,60.5,72.4,6760.0,,-702.0,317.0,13.513513513513514,,,"<a href=""https://m.stock.naver.com/domestic/stock/279600/total"" target=""_blank"">Naver Mobile</a>"
177900,쓰리에이로직스,66.06666666666666,,68.1,80.1,50.0,6600.0,9.24,714.0,633.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/177900/total"" target=""_blank"">Naver Mobile</a>"
111870,KH 미래물산,66.05000000000001,76.8,53.5,62.0,71.9,,,,,10.138248847926267,,,"<a href=""https://m.stock.naver.com/domestic/stock/111870/total"" target=""_blank"">Naver Mobile</a>"
119610,인터로조,66.025,83.3,62.6,68.2,50.0,17570.0,73.21,240.0,2005.0,105.55555555555556,0.6935684210526315,,"<a href=""https://m.stock.naver.com/domestic/stock/119610/total"" target=""_blank"">Naver Mobile</a>"
221800,유투바이오,66.0,66.5,42.5,84.3,70.7,14670.0,,-265.0,2337.0,-2800.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/221800/total"" target=""_blank"">Naver Mobile</a>"
035620,바른손이앤에이,66.0,100.0,42.5,50.5,71.0,315.0,,-2.0,234.0,98.23008849557522,,,"<a href=""https://m.stock.naver.com/domestic/stock/035620/total"" target=""_blank"">Naver Mobile</a>"
419050,삼기에너지솔루션즈,66.0,100.0,49.4,63.0,51.6,1728.0,35.27,49.0,988.0,142.5,0.2475087719298246,,"<a href=""https://m.stock.naver.com/domestic/stock/419050/total"" target=""_blank"">Naver Mobile</a>"
452430,사피엔반도체,65.925,100.0,42.5,46.9,74.3,34150.0,,-519.0,2806.0,86.03896103896103,,,"<a href=""https://m.stock.naver.com/domestic/stock/452430/total"" target=""_blank"">Naver Mobile</a>"
199800,툴젠,65.925,73.2,67.0,61.0,62.5,51900.0,53.56,969.0,4666.0,117.3277661795407,0.4564989323843417,,"<a href=""https://m.stock.naver.com/domestic/stock/199800/total"" target=""_blank"">Naver Mobile</a>"
455910,에스케이증권제9호스팩,65.89999999999999,71.0,45.0,81.7,,2125.0,68.55,31.0,107.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/455910/total"" target=""_blank"">Naver Mobile</a>"
110020,전진바이오팜,65.875,50.0,51.4,87.2,74.9,2360.0,29.5,80.0,214.0,-30.0,,,"<a href=""https://m.stock.naver.com/domestic/stock/110020/total"" target=""_blank"">Naver Mobile</a>"
234300,에스트래픽,65.875,57.5,50.8,68.6,86.6,3740.0,29.92,125.0,1018.0,-77.56410256410257,,,"<a href=""https://m.stock.naver.com/domestic/stock/234300/total"" target=""_blank"">Naver Mobile</a>"
154030,아시아종묘,65.85000000000001,94.9,59.2,62.5,46.8,2245.0,14.21,158.0,271.0,1700.0,0.008358823529411766,,"<a href=""https://m.stock.naver.com/domestic/stock/154030/total"" target=""_blank"">Naver Mobile</a>"
046890,서울반도체,65.85,65.4,44.8,75.7,77.5,7230.0,,-529.0,4215.0,26.25298329355609,,,"<a href=""https://m.stock.naver.com/domestic/stock/046890/total"" target=""_blank"">Naver Mobile</a>"
069330,유아이디,65.85,50.0,47.2,71.2,95.0,1050.0,16.67,63.0,149.0,200.0,0.08335000000000001,,"<a href=""https://m.stock.naver.com/domestic/stock/069330/total"" target=""_blank"">Naver Mobile</a>"
322310,오로스테크놀로지,65.825,100.0,51.2,63.0,49.1,24600.0,117.14,210.0,2304.0,53.84615384615385,2.1754571428571428,,"<a href=""https://m.stock.naver.com/domestic/stock/322310/total"" target=""_blank"">Naver Mobile</a>"
036220,오상헬스케어,65.825,100.0,48.7,63.4,51.2,10700.0,29.32,365.0,1552.0,138.1294964028777,0.21226458333333334,,"<a href=""https://m.stock.naver.com/domestic/stock/036220/total"" target=""_blank"">Naver Mobile</a>"
439580,블루엠텍,65.80000000000001,66.1,42.5,67.7,86.9,4365.0,,-195.0,1477.0,-27.450980392156865,,,"<a href=""https://m.stock.naver.com/domestic/stock/439580/total"" target=""_blank"">Naver Mobile</a>"
222420,쎄노텍,65.8,97.2,52.3,70.9,42.8,1472.0,,-27.0,711.0,73.17073170731707,,,"<a href=""https://m.stock.naver.com/domestic/stock/222420/total"" target=""_blank"">Naver Mobile</a>"
215360,우리산업,65.8,53.7,55.9,74.0,79.6,8990.0,6.9,1303.0,821.0,-26.993865030674847,,,"<a href=""https://m.stock.naver.com/domestic/stock/215360/total"" target=""_blank"">Naver Mobile</a>"
475580,에이럭스,65.76666666666667,,42.5,69.7,85.1,9090.0,38.52,236.0,1238.0,,,,"<a href=""https://m.stock.naver.com/domestic/stock/475580/total"" target=""_blank"">Naver Mobile</a>"
038500,삼표시멘트,65.75,50.0,66.1,75.6,71.3,14510.0,39.11,371.0,15659.0,-20.833333333333336,,,"<a href=""https://m.stock.naver.com/domestic/stock/038500/total"" target=""_blank"">Naver Mobile</a>"
001810,무림SP,65.725,76.2,43.9,81.6,61.2,1438.0,65.36,22.0,318.0,-89.58333333333334,,,"<a href=""https://m.stock.naver.com/domestic/stock/001810/total"" target=""_blank"">Naver Mobile</a>"
034940,조아제약,65.725,79.1,42.5,66.1,75.2,981.0,,-247.0,304.0,40.76923076923077,,,"<a href=""https://m.stock.naver.com/domestic/stock/034940/total"" target=""_blank"">Naver Mobile</a>"
106520,노블엠앤비,65.7,100.0,42.5,38.6,81.7,411.0,,-68.0,159.0,78.51239669421489,,,"<a href=""https://m.stock.naver.com/domestic/stock/106520/total"" target=""_blank"">Naver Mobile</a>"
100120,뷰웍스,65.7,65.5,63.1,86.4,47.8,26350.0,12.74,2069.0,2466.0,20.118343195266274,0.6332529411764706,,"<a href=""https://m.stock.naver.com/domestic/stock/100120/total"" target=""_blank"">Naver Mobile</a>"
