Symbol,Name,TotalScore,Growth,Profitability,Stability,Activity,Links
058470,리노공업,82.75,66.4,94.1,98.8,71.7,"<a href=""https://m.stock.naver.com/domestic/stock/058470/total"" target=""_blank"">Naver Mobile</a>"
214150,클래시스,82.60000000000001,83.6,99.0,97.5,50.3,"<a href=""https://m.stock.naver.com/domestic/stock/214150/total"" target=""_blank"">Naver Mobile</a>"
082920,비츠로셀,82.12500000000001,92.5,86.8,94.9,54.3,"<a href=""https://m.stock.naver.com/domestic/stock/082920/total"" target=""_blank"">Naver Mobile</a>"
259960,크래프톤,82.07500000000002,86.3,93.0,95.9,53.1,"<a href=""https://m.stock.naver.com/domestic/stock/259960/total"" target=""_blank"">Naver Mobile</a>"
014940,오리엔탈정공,81.75,95.0,66.6,78.4,87.0,"<a href=""https://m.stock.naver.com/domestic/stock/014940/total"" target=""_blank"">Naver Mobile</a>"
319400,현대무벡스,81.7,96.7,63.3,80.3,86.5,"<a href=""https://m.stock.naver.com/domestic/stock/319400/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,80.55,100.0,77.0,78.5,66.7,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
419120,산돌,80.26666666666667,,77.4,88.4,75.0,"<a href=""https://m.stock.naver.com/domestic/stock/419120/total"" target=""_blank"">Naver Mobile</a>"
211050,인카금융서비스,79.975,100.0,72.5,63.2,84.2,"<a href=""https://m.stock.naver.com/domestic/stock/211050/total"" target=""_blank"">Naver Mobile</a>"
100840,SNT에너지,79.85000000000001,87.4,59.9,89.4,82.7,"<a href=""https://m.stock.naver.com/domestic/stock/100840/total"" target=""_blank"">Naver Mobile</a>"
006910,보성파워텍,79.8,99.5,60.4,98.8,60.5,"<a href=""https://m.stock.naver.com/domestic/stock/006910/total"" target=""_blank"">Naver Mobile</a>"
340570,티앤엘,79.75,75.9,88.9,88.3,65.9,"<a href=""https://m.stock.naver.com/domestic/stock/340570/total"" target=""_blank"">Naver Mobile</a>"
336570,원텍,78.075,66.7,95.6,97.8,52.2,"<a href=""https://m.stock.naver.com/domestic/stock/336570/total"" target=""_blank"">Naver Mobile</a>"
207940,삼성바이오로직스,77.875,90.6,88.0,86.8,46.1,"<a href=""https://m.stock.naver.com/domestic/stock/207940/total"" target=""_blank"">Naver Mobile</a>"
080010,이상네트웍스,77.25,60.7,75.4,96.4,76.5,"<a href=""https://m.stock.naver.com/domestic/stock/080010/total"" target=""_blank"">Naver Mobile</a>"
071970,HD현대마린엔진,76.75,100.0,76.4,75.4,55.2,"<a href=""https://m.stock.naver.com/domestic/stock/071970/total"" target=""_blank"">Naver Mobile</a>"
064350,현대로템,76.65,80.1,69.6,75.5,81.4,"<a href=""https://m.stock.naver.com/domestic/stock/064350/total"" target=""_blank"">Naver Mobile</a>"
123860,아나패스,76.475,100.0,68.1,75.0,62.8,"<a href=""https://m.stock.naver.com/domestic/stock/123860/total"" target=""_blank"">Naver Mobile</a>"
234080,JW생명과학,76.2,80.4,75.6,80.9,67.9,"<a href=""https://m.stock.naver.com/domestic/stock/234080/total"" target=""_blank"">Naver Mobile</a>"
356890,싸이버원,75.7,64.2,66.1,94.5,78.0,"<a href=""https://m.stock.naver.com/domestic/stock/356890/total"" target=""_blank"">Naver Mobile</a>"
318160,셀바이오휴먼텍,75.26666666666667,,60.1,97.2,68.5,"<a href=""https://m.stock.naver.com/domestic/stock/318160/total"" target=""_blank"">Naver Mobile</a>"
092460,한라IMS,75.22500000000001,66.7,80.1,98.0,56.1,"<a href=""https://m.stock.naver.com/domestic/stock/092460/total"" target=""_blank"">Naver Mobile</a>"
064760,티씨케이,74.825,50.0,89.2,98.8,61.3,"<a href=""https://m.stock.naver.com/domestic/stock/064760/total"" target=""_blank"">Naver Mobile</a>"
204620,글로벌텍스프리,74.625,83.3,54.1,83.9,77.2,"<a href=""https://m.stock.naver.com/domestic/stock/204620/total"" target=""_blank"">Naver Mobile</a>"
216050,인크로스,74.57499999999999,50.0,87.6,89.8,70.9,"<a href=""https://m.stock.naver.com/domestic/stock/216050/total"" target=""_blank"">Naver Mobile</a>"
042000,카페24,74.55,83.3,59.8,72.6,82.5,"<a href=""https://m.stock.naver.com/domestic/stock/042000/total"" target=""_blank"">Naver Mobile</a>"
277070,린드먼아시아,73.575,50.0,85.9,84.4,74.0,"<a href=""https://m.stock.naver.com/domestic/stock/277070/total"" target=""_blank"">Naver Mobile</a>"
098120,마이크로컨텍솔,72.925,60.9,70.1,86.6,74.1,"<a href=""https://m.stock.naver.com/domestic/stock/098120/total"" target=""_blank"">Naver Mobile</a>"
263860,지니언스,72.9,50.0,76.3,89.7,75.6,"<a href=""https://m.stock.naver.com/domestic/stock/263860/total"" target=""_blank"">Naver Mobile</a>"
179290,엠아이텍,71.775,50.0,100.0,93.4,43.7,"<a href=""https://m.stock.naver.com/domestic/stock/179290/total"" target=""_blank"">Naver Mobile</a>"
005710,대원산업,71.3,50.0,66.5,97.4,,"<a href=""https://m.stock.naver.com/domestic/stock/005710/total"" target=""_blank"">Naver Mobile</a>"
109070,주성코퍼레이션,71.05,83.3,42.5,81.6,76.8,"<a href=""https://m.stock.naver.com/domestic/stock/109070/total"" target=""_blank"">Naver Mobile</a>"
004800,효성,70.89999999999999,100.0,41.5,71.2,,"<a href=""https://m.stock.naver.com/domestic/stock/004800/total"" target=""_blank"">Naver Mobile</a>"
333050,모코엠시스,70.7,,56.5,90.9,64.7,"<a href=""https://m.stock.naver.com/domestic/stock/333050/total"" target=""_blank"">Naver Mobile</a>"
281820,케이씨텍,70.47500000000001,50.0,73.0,98.8,60.1,"<a href=""https://m.stock.naver.com/domestic/stock/281820/total"" target=""_blank"">Naver Mobile</a>"
071280,로체시스템즈,70.0,50.0,71.5,98.2,60.3,"<a href=""https://m.stock.naver.com/domestic/stock/071280/total"" target=""_blank"">Naver Mobile</a>"
178780,일월지엠엘,69.775,97.3,42.5,55.4,83.9,"<a href=""https://m.stock.naver.com/domestic/stock/178780/total"" target=""_blank"">Naver Mobile</a>"
042700,한미반도체,69.65,50.0,95.9,88.9,43.8,"<a href=""https://m.stock.naver.com/domestic/stock/042700/total"" target=""_blank"">Naver Mobile</a>"
140860,파크시스템스,69.325,55.8,80.7,91.7,49.1,"<a href=""https://m.stock.naver.com/domestic/stock/140860/total"" target=""_blank"">Naver Mobile</a>"
332370,아이디피,68.75,50.0,78.5,98.8,47.7,"<a href=""https://m.stock.naver.com/domestic/stock/332370/total"" target=""_blank"">Naver Mobile</a>"
011200,HMM,68.725,50.0,62.9,83.8,78.2,"<a href=""https://m.stock.naver.com/domestic/stock/011200/total"" target=""_blank"">Naver Mobile</a>"
083500,에프엔에스테크,68.275,83.3,72.2,68.6,49.0,"<a href=""https://m.stock.naver.com/domestic/stock/083500/total"" target=""_blank"">Naver Mobile</a>"
007370,진양제약,68.15,65.8,72.8,84.2,49.8,"<a href=""https://m.stock.naver.com/domestic/stock/007370/total"" target=""_blank"">Naver Mobile</a>"
093520,매커스,68.075,50.0,75.8,74.0,72.5,"<a href=""https://m.stock.naver.com/domestic/stock/093520/total"" target=""_blank"">Naver Mobile</a>"
114810,한솔아이원스,67.725,50.0,55.6,83.9,81.4,"<a href=""https://m.stock.naver.com/domestic/stock/114810/total"" target=""_blank"">Naver Mobile</a>"
206650,유바이오로직스,67.7,81.2,64.4,71.5,53.7,"<a href=""https://m.stock.naver.com/domestic/stock/206650/total"" target=""_blank"">Naver Mobile</a>"
087260,모바일어플라이언스,67.5,66.7,55.7,74.2,73.4,"<a href=""https://m.stock.naver.com/domestic/stock/087260/total"" target=""_blank"">Naver Mobile</a>"
347740,피엔케이피부임상연구센타,66.22500000000001,50.0,81.9,78.4,54.6,"<a href=""https://m.stock.naver.com/domestic/stock/347740/total"" target=""_blank"">Naver Mobile</a>"
296640,이노룰스,65.89999999999999,,49.3,81.4,67.0,"<a href=""https://m.stock.naver.com/domestic/stock/296640/total"" target=""_blank"">Naver Mobile</a>"
303360,프로티아,65.46666666666667,,49.0,81.4,66.0,"<a href=""https://m.stock.naver.com/domestic/stock/303360/total"" target=""_blank"">Naver Mobile</a>"
326030,SK바이오팜,65.1,100.0,42.5,60.5,57.4,"<a href=""https://m.stock.naver.com/domestic/stock/326030/total"" target=""_blank"">Naver Mobile</a>"
095340,ISC,65.0,50.0,71.0,74.8,64.2,"<a href=""https://m.stock.naver.com/domestic/stock/095340/total"" target=""_blank"">Naver Mobile</a>"
204610,티쓰리,64.99999999999999,,65.1,69.3,60.6,"<a href=""https://m.stock.naver.com/domestic/stock/204610/total"" target=""_blank"">Naver Mobile</a>"
017510,세명전기,64.39999999999999,50.0,45.7,97.5,,"<a href=""https://m.stock.naver.com/domestic/stock/017510/total"" target=""_blank"">Naver Mobile</a>"
419530,SAMG엔터,63.6,,42.5,73.4,74.9,"<a href=""https://m.stock.naver.com/domestic/stock/419530/total"" target=""_blank"">Naver Mobile</a>"
004590,한국가구,63.35,54.7,52.0,98.2,48.5,"<a href=""https://m.stock.naver.com/domestic/stock/004590/total"" target=""_blank"">Naver Mobile</a>"
215090,솔디펜스,63.150000000000006,96.8,42.5,63.3,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/215090/total"" target=""_blank"">Naver Mobile</a>"
069410,엔텔스,63.0,50.0,42.5,71.8,87.7,"<a href=""https://m.stock.naver.com/domestic/stock/069410/total"" target=""_blank"">Naver Mobile</a>"
058970,엠로,62.9,56.0,51.4,64.6,79.6,"<a href=""https://m.stock.naver.com/domestic/stock/058970/total"" target=""_blank"">Naver Mobile</a>"
036930,주성엔지니어링,62.3,50.0,72.7,76.5,50.0,"<a href=""https://m.stock.naver.com/domestic/stock/036930/total"" target=""_blank"">Naver Mobile</a>"
272110,케이엔제이,61.925,50.0,76.9,73.8,47.0,"<a href=""https://m.stock.naver.com/domestic/stock/272110/total"" target=""_blank"">Naver Mobile</a>"
123330,제닉,60.425000000000004,50.0,42.5,59.8,89.4,"<a href=""https://m.stock.naver.com/domestic/stock/123330/total"" target=""_blank"">Naver Mobile</a>"
300080,플리토,59.85,54.6,40.0,61.2,83.6,"<a href=""https://m.stock.naver.com/domestic/stock/300080/total"" target=""_blank"">Naver Mobile</a>"
194480,데브시스터즈,58.525000000000006,50.0,42.5,61.4,80.2,"<a href=""https://m.stock.naver.com/domestic/stock/194480/total"" target=""_blank"">Naver Mobile</a>"
136410,아셈스,58.49999999999999,50.0,59.3,79.6,45.1,"<a href=""https://m.stock.naver.com/domestic/stock/136410/total"" target=""_blank"">Naver Mobile</a>"
153460,네이블,58.15,50.0,42.5,61.2,78.9,"<a href=""https://m.stock.naver.com/domestic/stock/153460/total"" target=""_blank"">Naver Mobile</a>"
109080,옵티시스,56.55,50.0,50.4,80.0,45.8,"<a href=""https://m.stock.naver.com/domestic/stock/109080/total"" target=""_blank"">Naver Mobile</a>"
005690,파미셀,56.125,50.0,47.1,79.4,48.0,"<a href=""https://m.stock.naver.com/domestic/stock/005690/total"" target=""_blank"">Naver Mobile</a>"
095610,테스,55.425,50.0,49.2,68.5,54.0,"<a href=""https://m.stock.naver.com/domestic/stock/095610/total"" target=""_blank"">Naver Mobile</a>"
171090,선익시스템,54.199999999999996,50.0,42.5,50.7,73.6,"<a href=""https://m.stock.naver.com/domestic/stock/171090/total"" target=""_blank"">Naver Mobile</a>"
059100,아이컴포넌트,54.12500000000001,50.0,42.7,66.4,57.4,"<a href=""https://m.stock.naver.com/domestic/stock/059100/total"" target=""_blank"">Naver Mobile</a>"
347700,스피어,53.2,66.7,42.5,44.8,58.8,"<a href=""https://m.stock.naver.com/domestic/stock/347700/total"" target=""_blank"">Naver Mobile</a>"
000660,SK하이닉스,51.900000000000006,56.0,48.8,54.5,48.3,"<a href=""https://m.stock.naver.com/domestic/stock/000660/total"" target=""_blank"">Naver Mobile</a>"
141000,비아트론,50.55,50.0,53.5,61.2,37.5,"<a href=""https://m.stock.naver.com/domestic/stock/141000/total"" target=""_blank"">Naver Mobile</a>"
025560,미래산업,48.825,50.0,40.0,59.3,46.0,"<a href=""https://m.stock.naver.com/domestic/stock/025560/total"" target=""_blank"">Naver Mobile</a>"
