Symbol,Name,TotalScore,Growth,Profitability,Stability,Momentum,Price,PER,EPS,MarketCap,EPS_Growth,PEG,Error,Links
190510,나무가,82.60416666666667,71.85,68.20833333333333,95.83333333333333,94.52500000000002,23050.0,11.78,1956.0,3237.0,40.56603773584906,0.2903906976744186,,"<a href=""https://m.stock.naver.com/domestic/stock/190510/total"" target=""_blank"">Naver Mobile</a>"
257720,실리콘투,82.48291666666667,99.44,75.08333333333333,87.75,67.65833333333335,43000.0,16.56,2597.0,26304.0,66.97061803444782,0.24727261724659605,,"<a href=""https://m.stock.naver.com/domestic/stock/257720/total"" target=""_blank"">Naver Mobile</a>"
237880,클리오,82.41666666666667,81.94166666666666,65.91666666666667,93.75,88.05833333333334,13510.0,19.25,702.0,2441.0,-60.509554140127385,,,"<a href=""https://m.stock.naver.com/domestic/stock/237880/total"" target=""_blank"">Naver Mobile</a>"
005710,대원산업,82.35208333333334,80.72500000000001,64.74999999999999,98.2,85.73333333333335,14250.0,2.54,5602.0,2855.0,176.60098522167488,0.014382705718270572,,"<a href=""https://m.stock.naver.com/domestic/stock/005710/total"" target=""_blank"">Naver Mobile</a>"
079960,동양이엔피,82.34791666666666,84.64166666666667,71.24166666666666,88.64166666666667,84.86666666666666,33600.0,3.65,9202.0,2641.0,46.35627530364373,0.07873799126637554,,"<a href=""https://m.stock.naver.com/domestic/stock/079960/total"" target=""_blank"">Naver Mobile</a>"
038010,제일테크노스,82.33958333333334,76.47500000000001,76.23333333333333,90.35000000000001,86.3,6170.0,3.69,1671.0,555.0,-31.05022831050228,,,"<a href=""https://m.stock.naver.com/domestic/stock/038010/total"" target=""_blank"">Naver Mobile</a>"
018310,삼목에스폼,82.225,80.85,81.60000000000001,94.52499999999999,71.925,20050.0,9.66,2076.0,2947.0,-70.92469018112489,,,"<a href=""https://m.stock.naver.com/domestic/stock/018310/total"" target=""_blank"">Naver Mobile</a>"
303360,프로티아,82.07357142857143,96.3,72.41428571428571,92.97999999999999,66.6,5380.0,18.24,295.0,693.0,153.33333333333334,0.11895652173913042,,"<a href=""https://m.stock.naver.com/domestic/stock/303360/total"" target=""_blank"">Naver Mobile</a>"
265560,영화테크,82.04583333333332,96.93333333333332,71.51666666666667,91.25833333333334,68.47499999999998,8510.0,6.34,1343.0,910.0,27.67857142857143,0.229058064516129,,"<a href=""https://m.stock.naver.com/domestic/stock/265560/total"" target=""_blank"">Naver Mobile</a>"
045100,한양이엔지,82.00833333333334,73.9,65.44166666666668,96.75,91.94166666666666,28950.0,10.13,2858.0,5211.0,-41.14285714285714,,,"<a href=""https://m.stock.naver.com/domestic/stock/045100/total"" target=""_blank"">Naver Mobile</a>"
115310,인포바인,82.00625000000001,78.50833333333334,87.85833333333333,93.98333333333333,67.67500000000001,83700.0,40.3,2077.0,2672.0,-17.5,,,"<a href=""https://m.stock.naver.com/domestic/stock/115310/total"" target=""_blank"">Naver Mobile</a>"
403870,HPSP,81.96,74.43333333333334,98.93,97.21666666666665,57.25999999999999,42600.0,42.86,994.0,35784.0,40.03378378378378,1.0705957805907174,,"<a href=""https://m.stock.naver.com/domestic/stock/403870/total"" target=""_blank"">Naver Mobile</a>"
318160,셀바이오휴먼텍,81.89602272727272,94.775,69.325,93.2090909090909,70.27499999999999,7610.0,8.32,915.0,711.0,507.1428571428571,0.016405633802816903,,"<a href=""https://m.stock.naver.com/domestic/stock/318160/total"" target=""_blank"">Naver Mobile</a>"
182360,큐브엔터,81.87291666666665,90.54166666666667,67.28333333333333,84.64999999999999,85.01666666666667,12710.0,,-55.0,1976.0,-104.79041916167664,,,"<a href=""https://m.stock.naver.com/domestic/stock/182360/total"" target=""_blank"">Naver Mobile</a>"
472850,폰드그룹,81.825,100.0,67.3,91.7,68.3,6620.0,11.0,602.0,3811.0,162.87878787878788,0.06753488372093024,,"<a href=""https://m.stock.naver.com/domestic/stock/472850/total"" target=""_blank"">Naver Mobile</a>"
067280,멀티캠퍼스,81.78125,62.275,76.88333333333333,98.13333333333333,89.83333333333333,29500.0,6.43,4590.0,1748.0,-0.36231884057971014,,,"<a href=""https://m.stock.naver.com/domestic/stock/067280/total"" target=""_blank"">Naver Mobile</a>"
041510,에스엠,81.76666666666667,75.95833333333333,72.18333333333335,93.19166666666666,85.73333333333333,116600.0,8.68,13436.0,26695.0,1923.5294117647059,0.004512538226299694,,"<a href=""https://m.stock.naver.com/domestic/stock/041510/total"" target=""_blank"">Naver Mobile</a>"
145020,휴젤,81.61875,91.84166666666668,91.50833333333333,95.27499999999998,47.849999999999994,253500.0,22.25,11391.0,31191.0,26.94023193577163,0.8259023178807947,,"<a href=""https://m.stock.naver.com/domestic/stock/145020/total"" target=""_blank"">Naver Mobile</a>"
049520,유아이엘,81.54375,85.31666666666668,57.083333333333336,96.45833333333336,87.31666666666666,3840.0,6.1,629.0,1238.0,-44.230769230769226,,,"<a href=""https://m.stock.naver.com/domestic/stock/049520/total"" target=""_blank"">Naver Mobile</a>"
053980,오상자이엘,81.53333333333333,81.03333333333335,70.35833333333333,96.45833333333333,78.28333333333332,3310.0,6.3,525.0,628.0,41.42857142857143,0.15206896551724136,,"<a href=""https://m.stock.naver.com/domestic/stock/053980/total"" target=""_blank"">Naver Mobile</a>"
